Q7/2k2n2/8/4P3/3n3n/5K2/Rn4R1/8 w - - 1 1, True, 8/5n2/1k6/4P3/Q3K2n/8/2R5/8, 7, False, 200, None
b7/8/8/1N6/b5r1/K5NQ/3kQ1n1/8 b - - 1 1, True, b7/8/8/1N6/6r1/K5N1/4Q3/2kQ4, 6, True, 200, None
4N3/NR6/5k2/3q3b/2b5/3r4/3N4/5K2 b - - 1 1, True, 4N3/N4b2/8/8/2b1qk2/8/7K/7r, 11, True, 200, None
2r5/4rn2/4P3/1K6/1R2k3/4b3/2R5/N7 b - - 0 1, True, 1r6/8/1b1kn3/8/4R3/2NK4/8/8, 29, False, 200, None
8/RP2p3/3b2bk/8/2R5/1B2q1K1/8/8 w - - 1 1, True, 8/RP2p3/3b2bk/8/2R5/1B6/7q/7K, 4, True, 200, None
n1n4n/6nk/8/8/NR6/2N5/8/1K3R2 w - - 1 1, True, 8/2n1R3/6k1/8/N7/2N5/8/1K2R3, 21, False, 200, None
K7/8/6q1/3Nq3/6k1/Qn6/3Q4/2N1b3 w - - 1 1, True, 8/K7/8/7k/Q2n4/8/8/2N1b1q1, 10, False, 200, None
1k6/8/4N1R1/5n2/8/5r2/2KB4/2n1Bn2 b - - 0 1, True, 1k6/8/6R1/2r5/3n4/4B3/1K2n3/8, 9, False, 200, None
3q4/6N1/6B1/3k4/B3n1Bn/8/n1K5/8 b - - 0 1, True, 5q2/8/6n1/3k1B2/B3n3/8/K7/8, 8, False, 200, None
2N5/3nk3/8/1n4Q1/3N4/p3p3/K1N5/8 b - - 1 1, True, 2N3k1/3n2Q1/8/1N3N2/8/p7/K7/8, 10, True, 200, None
8/3B4/1k1b4/8/Bnq5/4n1K1/4P3/6N1 w - - 0 1, True, 8/3B4/1k1b4/8/Bn6/4nNqK/4P3/8, 4, True, 200, None
1r1N4/5K1P/4n1Q1/8/2n5/2k5/3N4/1n6 w - - 1 1, True, 1r1N4/5K2/8/8/Q2n4/2Q5/k2N4/8, 15, True, 200, None
K5k1/6N1/1Pn5/2b5/8/8/3Q2bB/6r1 w - - 1 1, True, 8/K7/1P1b1k2/4B3/8/5b2/1Q6/8, 11, False, 200, None
6kn/3p4/2b2n2/6B1/8/4P2K/7B/5N2 b - - 0 1, True, 8/3p4/4k3/5n2/4b1K1/2B5/7N/8, 19, False, 200, None
bQK3R1/4k3/4n2p/8/7N/8/7q/2R5 w - - 1 1, True, 7R/1K3k2/8/7p/5Q1N/8/8/5R2, 9, False, 200, None
8/5N2/2n4k/1n1K2n1/Q7/8/1Q2b2P/8 b - - 1 1, True, 5Q2/2k5/2Q3N1/1n1K2n1/8/8/4b2P/8, 12, True, 200, None
1b1R2b1/1K5k/8/5r1N/4p3/5B2/3N4/8 b - - 0 1, True, 1b1R2b1/1K5k/8/7N/8/5r2/8/8, 3, False, 200, None
N2q4/4n1b1/8/4k3/5P2/P5K1/8/n3B3 b - - 0 1, True, 8/6b1/8/8/4kq2/P3B3/6K1/n7, 10, False, 200, None
2KB2bk/8/8/1N2R3/3N4/2r3n1/4r3/8 w - - 1 1, True, 2K3b1/7k/8/4B3/3N4/2N3n1/8/8, 5, False, 200, None
3Rr1k1/8/1R6/6R1/r7/1K6/3r4/4N2n b - - 0 1, True, 3R4/1R2rR2/2k5/8/8/1K2N3/8/8, 22, False, 200, None
2qr4/8/8/k7/1N1N1p2/1P4b1/8/2K3B1 w - - 1 1, True, 2q5/8/8/k7/3B4/1P3r2/1K6/4b3, 12, False, 200, None
4k3/5n2/4K1pp/8/1n6/8/1N4N1/5B1N w - - 1 1, True, 4K1k1/3N4/2nN2N1/8/8/5B2/8/8, 51, False, 200, None
4nK2/7k/6bp/P6R/6q1/N7/8/1B6 b - - 0 1, True, 4nK2/7k/6bp/P1q5/8/N7/8/1B6, 3, True, 200, None
7N/5nP1/8/5N2/5N2/5K2/7k/r1b4n w - - 1 1, True, 8/3K4/6N1/8/3Q4/5rN1/7k/7n, 21, False, 200, None
1n2n3/2n5/8/3k3K/4B1N1/6B1/3b2Q1/8 b - - 0 1, True, 4n3/2nQ4/8/5k1K/6N1/6B1/8/8, 6, False, 200, None
r4R2/6B1/5BK1/2n5/6k1/3b4/5n2/2N5 w - - 0 1, True, 5r2/6B1/5BK1/2n5/6k1/8/5N2/8, 3, False, 200, None
1B6/b7/6b1/K7/8/8/2BRbq2/1k5R b - - 0 1, True, 8/8/6B1/K3k3/8/8/2R1bB2/7R, 8, False, 200, None
5K2/r7/2p5/3b3N/6k1/n1P5/2N1B3/8 b - - 1 1, True, 3K4/r7/8/3p2kN/8/2nB4/8/8, 11, False, 200, None
1B6/N2P4/8/N1r5/3p4/3k4/r7/1b1K4 w - - 1 1, True, 8/8/2N5/8/b1kp4/6r1/4r3/2K5, 20, False, 200, None
2b5/bB1r1B2/6q1/1N6/4kB2/1K6/8/8 b - - 0 1, True, 2b5/br6/6B1/1N6/5k2/1K6/8/8, 3, False, 200, None
2R3k1/7n/1K6/8/b7/8/2B4r/N2b2Q1 b - - 1 1, True, 8/2R4n/1K6/8/3kQ3/8/2B4r/N2b4, 12, True, 200, None
1K1b2r1/8/5k2/5n2/5Q1R/4R2Q/1n6/8 w - - 1 1, True, 1K1b2r1/6kR/8/5Q2/5Q2/4R3/1n6/8, 3, True, 200, None
Q7/5b2/2k5/4n3/P2n3B/4r3/8/1K4N1 b - - 1 1, True, 8/8/4k3/4n3/P2B4/8/K1b5/6N1, 25, False, 200, None
5R2/n4K2/4B3/4R3/4B3/2kn4/1b3b2/8 w - - 1 1, True, 2n5/5K2/4B3/5R2/3R4/3kb3/8/8, 9, False, 200, None
3bn3/2N5/8/8/k1K1b3/8/2RrR3/5B2 b - - 0 1, True, 8/2N5/8/8/k1n1b3/8/3b4/3K1B2, 13, False, 200, None
1Q6/7n/8/6R1/8/1bK5/B1bNk3/6r1 b - - 0 1, True, 8/7n/8/4k1r1/8/1NK5/8/1B1Q4, 10, False, 200, None
8/4K3/8/1N6/8/2b1P1r1/3b1BQ1/2kr4 b - - 0 1, True, 8/4K3/3N4/8/8/2b1b3/8/2kr2r1, 5, False, 200, None
3r4/4nk2/8/3BP1K1/8/6N1/1B1n4/1b6 b - - 0 1, True, 5B2/8/8/4Pk2/3Kn3/7r/b3n3/8, 19, True, 200, None
4q3/8/1k2N3/2b5/5K2/2b5/2N1N1R1/6b1 w - - 1 1, True, 8/8/1k6/5q2/7K/8/2NbNR2/8, 13, False, 200, None
4k3/B7/1P5R/b1q5/5b2/7r/6N1/K7 w - - 1 1, True, 8/BP2k3/8/b7/5b2/r7/K7/2q5, 10, True, 200, None
N1r4k/3n3B/5N1n/8/4K3/r6B/8/8 b - - 0 1, True, N1r4k/8/7n/4K3/4n3/7r/8/8, 5, False, 200, None
8/r2pn1n1/8/5kN1/1N6/NB6/3K4/8 w - - 1 1, True, 4n3/5N2/2B2k2/1r6/8/2KN4/8/8, 13, False, 200, None
4k1N1/8/Pb4N1/3p4/4n3/B5b1/8/3K4 b - - 0 1, True, 8/8/Pb2N3/3k4/4n3/8/2K2B2/8, 28, False, 200, None
K1r1b3/8/2b5/4R3/7N/2B5/5k1B/1n6 w - - 0 1, True, 3rb1R1/8/1Kb5/8/8/5kN1/8/8, 15, False, 200, None
5K2/2B4k/6N1/6b1/6r1/4P3/n2Rn3/8 w - - 1 1, True, 8/r7/4K1k1/6b1/8/2B1P3/4R3/8, 9, False, 200, None
4q3/3N4/N3k3/5n2/b7/4R3/q6B/6K1 b - - 0 1, True, 4qN2/5k2/8/8/bN6/4n3/6qB/6K1, 5, True, 200, None
2N2r2/3Pr3/6b1/8/8/4K2P/k1b5/6R1 w - - 0 1, True, 8/3r4/6N1/8/8/4K2P/k1b5/6R1, 4, False, 200, None
1N6/4Q3/K7/r2q4/5Qq1/8/2k5/1N4n1 w - - 1 1, True, 1N6/rK6/4Q3/2q5/5Q2/8/2k5/1N4n1, 6, True, 200, None
1r4k1/5nB1/8/K7/2N1N3/5Q1p/5r2/8 b - - 0 1, True, 2r3k1/q4n2/8/4Nr2/8/K7/8/8, 19, False, 200, None
4N3/5b2/2Q5/6nB/1k4q1/4K1p1/6P1/8 b - - 0 1, True, 8/8/8/6K1/1Q6/5Np1/6q1/k4b2, 33, False, 200, None
5r2/8/2K3np/B1n5/4B3/7N/3N4/k7 b - - 0 1, True, 5n2/8/3K4/6rp/4N3/7N/8/1k6, 19, False, 200, None
1r5k/8/2Q5/5bB1/8/n3p3/6RB/3K4 w - - 1 1, True, 1r6/8/5B2/5bQk/8/n3p3/6RB/3K4, 7, True, 200, None
8/3N4/1B6/3nK3/5N1N/8/1p3b2/2k3b1 b - - 0 1, True, 8/3qbK2/5B2/8/8/3n4/2k5/6b1, 19, False, 200, None
8/1K1b4/8/8/2B1k3/4rb1N/2n5/4N1N1 b - - 0 1, True, 8/1r6/8/n2b1b2/5k2/K7/B7/8, 35, False, 200, None
4N3/1k3Kn1/6b1/4Q3/3r4/3R4/1p6/B7 w - - 1 1, True, 4N3/1k4n1/6K1/8/8/3r4/1Q6/B7, 3, False, 200, None
b7/4RR2/1R4K1/8/3N4/k6r/2r5/6b1 b - - 0 1, True, b7/4RR2/1R6/5K1r/3N4/k7/6r1/6b1, 19, True, 200, None
