8/8/2b5/8/1K2k3/3b4/BP3n2/2N5 w - - 1 0, True, B7/8/8/3nNb2/1PK1k3/8/8/8,30, False,27, None
3R2r1/3p2N1/8/1N6/K7/1r6/8/2k5 w - - 1 0, True, 6R1/3p2N1/8/1N6/K7/1r6/8/2k5,1, False,22, None
5QR1/1b6/6b1/8/8/3k4/8/1K2Bn2 b - - 0 1, True, 8/1b6/8/5R2/3k4/1n6/1K6/4BQ2,12, False,22, None
6q1/7N/b6K/4R3/3R2p1/6k1/8/8 w - - 1 1, True, k1b1R3/6K1/5R2/8/3q4/6N1/8/8,49, False,22, None
4Bk2/7b/8/5p1N/3N4/K3b3/8/8 w - - 1 1, True, 8/8/8/5pk1/B7/1K1Nb3/8/6N1,21, False,22,20
6k1/1n2BN2/8/8/4K3/n4N2/8/4b3 b - - 0 1, True, 1Nn5/N7/3B4/8/4k3/6K1/8/6n1,80, False,27,9
2K4N/8/8/5r1n/8/8/R1r3k1/6B1 b - - 0 1, True, 2K4N/8/8/5r1n/8/8/r5k1/6B1,1, False,22, None
4nN2/1B6/8/2q5/p2k4/7B/8/1K6 w - - 1 1, True, 4n3/1B6/8/2N5/pk6/8/8/1K3B2,5, False,27,3
Q7/8/8/1n3N1K/n1B5/2k5/n7/8 w - - 1 1, True, Q7/8/8/1B3N1K/n7/2k5/n7/8,1, False,27,3
8/3B4/7r/1B3K2/2r1p3/8/6k1/3B4 b - - 0 1, True, 8/8/B5r1/k2K4/2B5/4p3/4r3/8,43, False,27,3
8/8/N7/1n2Pn2/5n2/P4k2/8/K7 b - - 0 1, True, 8/1N6/8/P3n3/3kn3/K3n3/8/8,17, False,27,3
8/8/2r5/3Bk3/8/b4P2/K7/2q4R b - - 0 1, True, 8/8/2r5/3Bk3/8/b4P2/Kq6/7R,1, True,27,3
8/8/K7/1r4P1/3n4/3k4/4N3/1nR5 w - - 1 1, True, 1r6/8/K5P1/8/3N4/3k4/8/1nR5,3, False,27,3
8/B1k5/1r6/2KB4/1N6/8/1n6/2n5 b - - 0 1, True, 6B1/1K6/1n6/8/2N2k2/8/4n3/2r5,41, False,27,3
r7/1K6/r2P2k1/8/8/4P3/3n4/2B5 b - - 0 1, True, r3K3/3r4/1n1P2k1/8/8/4P3/1B6/8,9, True,27,3
5BK1/3r4/b1N1nk2/8/8/3N4/8/8 w - - 1 1, True, 8/7K/6N1/4B3/3n4/5k2/2b5/5r2,44, False,27,3
5N2/K7/8/8/5pk1/2N4n/4N3/4b3 b - - 0 1, True, 8/K7/4N3/8/3b2k1/2N2p1n/8/8,5, False,27,3
6q1/8/K5B1/8/1k6/3B2Q1/6b1/5r2 b - - 0 1, True, 8/Kq6/6B1/8/1k6/3B2Q1/6b1/5r2,3, True,27,3
