1k6/2q5/1P4b1/1p2R2r/P4K2/Q7/1p6/8 b - - 0 1, True, 1k6/8/1P6/1p4rb/P7/Q7/1p2qK2/8, 7, True, 200, None
8/p3P3/P7/3q4/p1Q2p2/7k/3b1K2/1B6 w - - 1 1, True, 8/p3P3/P7/5B2/8/p3K2k/5Q2/8, 11, True, 200, None
6Rn/8/8/8/4R3/1rPB1K2/1qp5/4Q2k b - - 1 1, True, 7R/8/8/8/4R3/1rPB1K2/1qp4k/4Q3, 2, True, 200, None
8/3b4/1n6/2N5/3k4/2p3Bp/4BpK1/6N1 w - - 0 1, True, 8/8/8/2k2b2/5B2/7p/2n2K2/2N5, 16, False, 200, None
2r5/2K2P2/N2b4/5P1r/8/4kN2/n7/N7 w - - 1 1, True, 5N2/5P2/4Kr2/8/4n3/1N2k3/8/8, 16, False, 200, None
N3n1Q1/n6n/8/4n1k1/8/2B5/K4b1R/8 b - - 1 1, True, Nk2n3/3Q4/1R6/2B5/8/8/K7/8, 16, False, 200, None
7q/1P5k/2pP4/2B1P1p1/2K5/8/3n4/1R6 w - - 0 1, True, 8/B5Qk/2p5/6p1/8/2n5/5K2/8, 27, False, 200, None
3b4/4K3/Q7/1p3N2/7P/3P1k2/5q1P/1n6 w - - 1 1, True, 8/8/2K5/7P/3k4/Npn5/7P/8, 36, False, 200, None
8/1KR5/2P4r/3Nn3/8/8/N6P/Bq2k3 w - - 1 1, True, 8/K1R5/1B6/3N4/1q5r/8/8/7k, 34, False, 200, None
2b5/5p2/7K/8/1b2Bn2/k7/Pp5p/5Q2 b - - 0 1, True, 8/5p2/8/Q5K1/n7/1k6/1p5p/8, 15, False, 200, None
8/6K1/8/2N4P/b1p5/r5P1/P1k2R1p/8 b - - 1 1, True, 8/7b/8/4K2P/1kp5/R7/4N3/8, 16, False, 200, None
5n1N/8/P3k3/1K1P1P2/8/4N3/2P5/r3b3 b - - 1 1, True, 1n6/2N5/3b4/2N2k2/2K5/7r/8/8, 45, False, 200, None
8/6P1/4r3/3pP1kP/3N3B/2K5/2p2n2/8 b - - 1 1, True, 8/6r1/8/3pP2k/3N4/8/2K2B2/8, 5, False, 200, None
kB1b3n/7N/5K2/2n4P/3P4/2P4n/8/8 w - - 1 1, True, 1k3N2/4K2P/7n/3n4/8/2b5/8/8, 18, False, 200, None
7R/1R6/7N/8/P4p1b/2p4k/4Kr2/6b1 w - - 1 1, True, 8/8/8/8/2R2R2/b5k1/1rp5/K7, 45, False, 200, None
8/p1P5/3k3r/8/4R3/2P5/NN2b3/rK6 w - - 1 1, True, 2b5/p2k4/8/8/1N1r4/2P5/1K6/8, 14, False, 200, None
6N1/k1r3Q1/8/6Nb/3n4/1P1q2K1/8/7B w - - 1 1, True, 3K2N1/k2q4/2b5/6r1/3n4/1P6/8/8, 18, True, 200, None
8/5r2/8/6p1/1P1PBq1k/2p1K3/2P5/6Q1 w - - 0 1, True, 8/8/8/8/1P1k4/1Q4p1/1KP2q2/8, 36, False, 200, None
4K2k/pb6/5NB1/8/4n3/P7/1pP5/5R2 b - - 0 1, True, 8/p3K1k1/8/1B6/6N1/n1P5/8/8, 14, False, 200, None
1N6/K6p/Q7/8/4b2p/1N4pN/2q5/3k4 b - - 0 1, True, 1N6/Kq5p/8/8/4b2p/1N4pN/8/3k4, 3, True, 200, None
2r2k2/3P4/3Qp3/1K6/5nb1/8/4R2N/1n6 b - - 0 1, True, 5k1Q/2Q5/4p3/1K3b2/8/8/6RN/8, 14, True, 200, None
3r4/6Pr/8/1P2K3/r7/8/q2R4/1N1k3B b - - 1 1, True, 8/6P1/8/1P2K3/1r6/8/2kr4/7r, 7, False, 200, None
2N5/1k6/3K3n/1n6/6Pn/4p3/2N4p/4R3 w - - 1 1, True, 6n1/8/3N4/k7/5K2/1n6/2N4R/8, 27, False, 200, None
3B4/3k2p1/5b2/2N4b/p7/2B1N3/K2p4/8 b - - 0 1, True, 8/4N1p1/4k3/8/p7/5b2/K2B4/8, 9, False, 200, None
8/4NqQ1/5P1B/5r2/5n2/6p1/5k2/2nK4 b - - 0 1, True, 8/4N1Q1/5P1B/r7/5n2/1q4p1/5k2/K1n5, 9, True, 200, None
6K1/8/p1p5/3p4/1Bp1B3/4p2Q/4k1p1/8 b - - 0 1, True, 6K1/8/p1p5/3p4/6QB/4p3/2pk2B1/6q1, 61, True, 200, None
8/5R2/2n5/P5k1/1B2K1N1/2r4n/8/3r3N b - - 0 1, True, 8/5R2/2n5/P5k1/1B1rK1N1/2r4n/8/7N, 1, True, 200, None
6q1/R7/3P4/1Pp5/7K/5nN1/1kp5/5B2 w - - 0 1, True, 8/R7/3P4/1Pp5/6q1/6q1/1k3K2/5B2, 12, True, 200, None
n4R2/Qp6/7r/8/5K2/5pR1/2r5/4b1k1 b - - 1 1, True, n4R2/1p6/7r/8/5K2/4Qp2/2r5/3kR3, 6, True, 200, None
